source_file,segment_id,word_id,word,start,end,score,speaker,segment_speaker
CyrusOne/Cyrusone_Hearing_12032025.mp3,4,1,GUIDE,15.885,16.265,0.795,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,4,2,US.,17.165,17.245,0.366,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,0,PLEASE,17.746,17.946,0.921,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,1,HELP,17.986,18.146,0.792,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,2,US,18.206,18.306,0.702,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,3,TO,18.346,18.486,0.832,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,4,SHOW,18.846,19.026,0.97,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,5,OUR,19.086,19.166,0.834,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,6,NEIGHBORS,19.206,19.486,0.828,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,7,COMPASSION,19.506,20.046,0.978,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,8,AND,20.086,20.166,0.925,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,9,GRACE,20.206,20.526,0.949,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,10,AND,21.087,21.167,0.836,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,11,ALL,21.187,21.287,0.991,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,12,THOSE,21.327,21.487,0.928,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,13,THAT,21.507,21.647,0.95,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,14,WE,21.687,21.867,0.661,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,15,AGREE,21.927,22.167,0.815,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,16,WITH,22.207,22.367,0.896,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,17,OR,22.467,22.547,0.674,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,18,DISAGREE,22.607,23.047,0.834,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,5,19,WITH.,23.087,23.287,0.891,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,0,PLEASE,24.028,24.248,0.836,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,1,HELP,24.288,24.408,0.94,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,2,US,24.468,24.528,0.766,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,3,ALL,24.588,24.708,0.828,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,4,TO,24.728,24.768,0.991,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,5,LISTEN,24.828,25.188,0.874,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,6,AND,25.428,25.528,0.828,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,7,TO,25.548,25.588,0.982,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,8,LEARN,25.648,25.868,0.707,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,9,TONIGHT,25.888,26.248,0.768,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,10,SO,26.328,26.408,0.998,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,11,THAT,26.448,26.528,0.986,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,12,WE,26.548,26.628,0.999,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,13,MAY,26.668,26.788,0.917,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,14,MAKE,26.828,26.968,0.924,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,15,THE,27.028,27.108,0.804,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,16,BEST,27.289,27.489,0.998,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,17,CHOICES,27.549,27.889,0.9,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,18,FOR,27.929,28.009,0.981,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,19,OUR,28.049,28.129,0.844,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,6,20,COMMUNITY.,28.169,28.589,0.949,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,0,And,30.087,30.207,0.776,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,1,dear,30.427,30.607,0.96,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,2,"Lord,",30.647,30.908,0.832,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,3,please,30.968,31.208,0.824,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,4,bless,31.228,31.468,0.838,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,5,everyone,31.508,31.808,0.824,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,6,in,31.848,31.888,0.996,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,7,this,31.928,32.068,0.776,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,8,room,32.109,32.349,0.796,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,9,and,32.589,32.689,0.655,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,10,our,32.729,32.809,0.886,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,11,community,32.869,33.349,0.917,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,12,as,33.65,33.71,0.934,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,13,we,33.75,33.85,0.581,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,14,go,33.87,33.93,0.874,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,15,into,33.95,34.13,0.752,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,16,the,34.15,34.21,0.995,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,17,holiday,34.23,34.59,0.835,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,7,18,season.,34.61,35.011,0.764,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,0,May,35.071,35.211,0.964,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,1,everyone,35.251,35.571,0.872,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,2,enjoy,35.611,35.891,0.937,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,3,"faith,",35.911,36.372,0.431,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,4,"family,",36.412,36.852,0.877,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,5,and,38.133,38.293,0.771,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,6,this,38.313,38.393,0.01,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,8,7,season.,38.893,39.274,0.896,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,9,0,Amen.,39.754,39.934,0.413,SPEAKER_41,SPEAKER_41
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,0,I,39.954,40.074,0.683,SPEAKER_41,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,1,pledge,40.615,40.855,0.37,SPEAKER_41,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,2,allegiance,43.857,44.337,0.276,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,3,to,45.658,45.798,0.678,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,4,the,45.818,45.898,0.249,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,5,flag,45.918,46.018,0.123,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,6,of,46.038,46.118,0.3,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,7,the,46.138,46.279,0.571,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,8,United,46.299,46.419,0.013,SPEAKER_16,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,9,States,47.279,47.599,0.5,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,10,of,47.68,47.76,0.336,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,11,America,47.78,48.0,0.278,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,12,and,48.02,48.08,0.019,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,13,to,48.12,48.2,0.342,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,14,the,48.22,48.28,0.015,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,15,republic,48.48,48.78,0.478,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,16,for,48.8,48.86,0.008,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,17,which,48.88,49.161,0.498,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,18,it,49.201,49.241,0.084,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,19,"stands,",49.261,49.421,0.245,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,20,one,50.161,50.301,0.741,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,21,"nation,",50.341,51.202,0.905,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,22,under,51.262,51.522,0.694,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,23,"God,",51.542,51.782,0.592,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,24,"indivisible,",52.303,53.003,0.58,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,25,with,53.624,53.764,0.188,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,26,liberty,53.784,54.024,0.192,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,27,and,54.044,54.184,0.401,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,28,justice,54.424,54.825,0.515,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,29,for,54.925,55.065,0.446,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,10,30,all.,55.085,55.225,0.452,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,0,an,60.77,60.85,0.84,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,1,announcement,60.89,61.351,0.823,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,2,to,61.391,61.471,0.968,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,3,the,61.511,61.591,0.824,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,4,public,61.651,62.051,0.921,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,5,we,62.371,62.471,0.999,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,6,will,62.511,62.671,0.968,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,7,be,62.711,62.791,0.995,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,8,closing,62.911,63.472,0.845,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,9,the,63.572,63.732,0.9,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,10,sign-up,63.892,64.252,0.828,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,11,sheet,64.272,64.512,0.758,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,12,speak,64.813,65.093,0.983,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,13,tonight,65.153,65.533,0.734,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,14,thirty,66.073,66.313,0.828,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,15,minutes,66.333,66.574,0.813,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,16,into,66.634,66.794,0.923,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,17,the,66.814,66.894,0.824,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,18,program,66.934,67.294,0.824,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,19,so,67.314,67.394,0.864,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,20,if,67.414,67.474,0.692,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,21,you,67.494,67.614,0.945,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,22,want,67.634,67.754,0.822,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,23,to,67.774,67.834,0.628,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,24,sign,67.854,68.014,0.74,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,25,up,68.074,68.175,0.698,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,26,to,68.195,68.255,0.776,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,27,speak,68.295,68.495,0.941,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,28,tonight,68.535,68.815,0.954,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,29,please,69.755,69.976,0.812,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,30,go,69.996,70.276,0.754,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,31,outside,70.556,70.856,0.916,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,32,there's,70.876,71.056,0.913,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,33,a,71.076,71.396,0.47,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,34,sign-up,71.516,71.797,0.699,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,35,sheet,71.837,72.037,0.961,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,36,the,72.757,72.937,0.963,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,37,clerk,73.097,73.277,0.956,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,38,will,73.317,73.438,0.92,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,39,call,73.458,73.658,0.848,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,40,the,73.678,73.998,0.777,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,41,roll,74.038,74.318,0.969,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,42,on,74.418,74.498,0.994,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,43,this,74.558,74.758,0.892,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,44,special,75.279,75.659,0.837,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,45,hearing,75.699,75.959,0.851,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,46,here's,76.739,77.04,0.72,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,47,here,77.42,77.62,0.578,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,48,canman,78.04,78.4,0.505,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,49,canman,80.342,80.682,0.548,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,50,excuse,81.983,82.463,0.722,SPEAKER_12,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,51,constant,84.144,84.584,0.706,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,52,here,84.944,85.064,0.254,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,11,53,desco,85.705,86.045,0.903,SPEAKER_26,SPEAKER_12
CyrusOne/Cyrusone_Hearing_12032025.mp3,12,0,Excuse.,89.2,89.68,0.66,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,13,0,Diener.,90.401,90.561,0.277,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,14,0,Here.,90.581,90.701,0.465,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,15,0,DelGiorno.,91.642,92.182,0.736,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,16,0,Here.,92.382,92.623,0.507,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,17,0,Steppe.,92.823,93.183,0.711,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,18,0,Excuse.,95.305,95.525,0.491,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,19,0,Douglas,96.265,96.546,0.617,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,19,1,Williams.,96.566,96.886,0.874,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,20,0,Here.,97.786,97.887,0.0,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,21,0,Forsyth.,97.907,98.247,0.595,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,22,0,Here.,98.267,98.387,0.207,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,23,0,Frazee.,99.348,99.628,0.514,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,24,0,Here.,99.648,99.748,0.211,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,25,0,Fulgenzi.,100.649,101.089,0.652,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,26,0,Here.,101.109,101.229,0.254,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,27,0,Guyton.,102.05,102.39,0.663,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,28,0,Excused.,103.46,103.88,0.93,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,29,0,Hall.,103.9,104.0,0.2,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,30,0,Here.,105.18,105.46,0.588,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,31,0,Crell.,106.721,107.041,0.865,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,32,0,Here.,107.321,107.461,0.183,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,33,0,Lathan.,108.041,108.381,0.658,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,34,0,Here.,109.081,109.221,0.23,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,35,0,Madonia.,110.321,110.741,0.892,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,36,0,Here.,111.002,111.222,0.55,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,37,0,McGuire.,111.822,112.282,0.772,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,38,0,Excused.,113.802,114.202,0.752,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,39,0,Mendenhall.,115.562,115.963,0.659,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,40,0,Here.,116.403,116.583,0.363,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,41,0,Miller.,117.123,117.403,0.863,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,42,0,Here.,117.743,117.943,0.513,SPEAKER_17,SPEAKER_17
CyrusOne/Cyrusone_Hearing_12032025.mp3,43,0,Rader.,119.063,119.343,0.82,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,44,0,Here.,119.843,120.043,0.396,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,45,0,Scaife.,120.443,120.764,0.696,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,46,0,Here.,121.024,121.204,0.369,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,47,0,Shackman.,121.684,122.064,0.765,SPEAKER_26,SPEAKER_26
CyrusOne/Cyrusone_Hearing_12032025.mp3,48,0,Here.,122.424,122.604,0.374,SPEAKER_26,SPEAKER_26
